"","Week","State","Age","Not at all","Several days","More than half the days","Nearly every day"
"health2a_week25.xlsx.128","health2a_week25.xlsx","IN","80 and above","53853","2918","1447","12939"
"health2a_week25.xlsx.129","health2a_week25.xlsx","IA","Total","922836","465687","196701","293290"
"health2a_week25.xlsx.130","health2a_week25.xlsx","IA","18 - 29","98772","56953","36368","58826"
"health2a_week25.xlsx.131","health2a_week25.xlsx","IA","30 - 39","104762","104186","39116","36805"
"health2a_week25.xlsx.132","health2a_week25.xlsx","IA","40 - 49","113292","77180","29993","63634"
"health2a_week25.xlsx.133","health2a_week25.xlsx","IA","50 - 59","194796","79663","33265","66306"
"health2a_week25.xlsx.134","health2a_week25.xlsx","IA","60 - 69","209186","100264","40526","51217"
"health2a_week25.xlsx.135","health2a_week25.xlsx","IA","70 - 79","154617","27830","17434","12179"
"health2a_week25.xlsx.136","health2a_week25.xlsx","IA","80 and above","47410","19610","-","4323"
"health2a_week25.xlsx.137","health2a_week25.xlsx","KS","Total","783496","452791","152078","306057"
"health2a_week25.xlsx.138","health2a_week25.xlsx","KS","18 - 29","101438","39609","28854","95158"
"health2a_week25.xlsx.139","health2a_week25.xlsx","KS","30 - 39","85668","76323","22573","79041"
"health2a_week25.xlsx.140","health2a_week25.xlsx","KS","40 - 49","122938","81215","45023","44508"
"health2a_week25.xlsx.141","health2a_week25.xlsx","KS","50 - 59","162064","99815","15817","52700"
"health2a_week25.xlsx.142","health2a_week25.xlsx","KS","60 - 69","153451","112963","22206","26319"
"health2a_week25.xlsx.143","health2a_week25.xlsx","KS","70 - 79","139330","35864","16721","6606"
"health2a_week25.xlsx.144","health2a_week25.xlsx","KS","80 and above","18607","7002","883","1724"
"health2a_week25.xlsx.145","health2a_week25.xlsx","KY","Total","1046898","764288","358124","392105"
"health2a_week25.xlsx.146","health2a_week25.xlsx","KY","18 - 29","61488","94083","37000","133352"
"health2a_week25.xlsx.147","health2a_week25.xlsx","KY","30 - 39","183506","158542","69403","46040"
"health2a_week25.xlsx.148","health2a_week25.xlsx","KY","40 - 49","130119","101145","61809","78020"
"health2a_week25.xlsx.149","health2a_week25.xlsx","KY","50 - 59","194004","184745","90636","100195"
"health2a_week25.xlsx.150","health2a_week25.xlsx","KY","60 - 69","332439","137376","56976","28912"
"health2a_week25.xlsx.151","health2a_week25.xlsx","KY","70 - 79","122960","85970","40897","4625"
"health2a_week25.xlsx.152","health2a_week25.xlsx","KY","80 and above","22382","2427","1403","961"
"health2a_week25.xlsx.153","health2a_week25.xlsx","LA","Total","1031933","672065","322285","438214"
"health2a_week25.xlsx.154","health2a_week25.xlsx","LA","18 - 29","88039","89216","30278","33738"
"health2a_week25.xlsx.155","health2a_week25.xlsx","LA","30 - 39","202095","130115","73078","99893"
"health2a_week25.xlsx.156","health2a_week25.xlsx","LA","40 - 49","196555","110176","40512","113381"
"health2a_week25.xlsx.157","health2a_week25.xlsx","LA","50 - 59","150295","173342","91514","69598"
"health2a_week25.xlsx.158","health2a_week25.xlsx","LA","60 - 69","227055","105524","40590","91325"
"health2a_week25.xlsx.159","health2a_week25.xlsx","LA","70 - 79","133895","55603","43803","27345"
"health2a_week25.xlsx.160","health2a_week25.xlsx","LA","80 and above","33998","8089","2510","2934"
"health2a_week25.xlsx.161","health2a_week25.xlsx","ME","Total","300369","300627","85017","157848"
"health2a_week25.xlsx.162","health2a_week25.xlsx","ME","18 - 29","13815","33242","8910","39727"
"health2a_week25.xlsx.163","health2a_week25.xlsx","ME","30 - 39","11960","58415","4329","28153"
"health2a_week25.xlsx.164","health2a_week25.xlsx","ME","40 - 49","47582","76965","18512","31363"
"health2a_week25.xlsx.165","health2a_week25.xlsx","ME","50 - 59","59226","40565","21157","29524"
"health2a_week25.xlsx.166","health2a_week25.xlsx","ME","60 - 69","92179","44282","21130","21398"
"health2a_week25.xlsx.167","health2a_week25.xlsx","ME","70 - 79","60904","33518","10425","5599"
"health2a_week25.xlsx.168","health2a_week25.xlsx","ME","80 and above","14704","13640","555","2084"
"health2a_week25.xlsx.169","health2a_week25.xlsx","MD","Total","1518798","1102039","308474","625316"
"health2a_week25.xlsx.170","health2a_week25.xlsx","MD","18 - 29","80315","151861","24576","71282"
"health2a_week25.xlsx.171","health2a_week25.xlsx","MD","30 - 39","259439","278002","61912","184455"
"health2a_week25.xlsx.172","health2a_week25.xlsx","MD","40 - 49","206279","216411","73097","152367"
"health2a_week25.xlsx.173","health2a_week25.xlsx","MD","50 - 59","320001","184440","87780","98096"
"health2a_week25.xlsx.174","health2a_week25.xlsx","MD","60 - 69","376048","176088","35987","94556"
"health2a_week25.xlsx.175","health2a_week25.xlsx","MD","70 - 79","215331","83392","23792","14762"
"health2a_week25.xlsx.176","health2a_week25.xlsx","MD","80 and above","61384","11844","1330","9799"
"health2a_week25.xlsx.177","health2a_week25.xlsx","MA","Total","1799729","1232485","474050","625872"
"health2a_week25.xlsx.178","health2a_week25.xlsx","MA","18 - 29","137849","236796","89579","147561"
"health2a_week25.xlsx.179","health2a_week25.xlsx","MA","30 - 39","245990","269313","97552","166909"
"health2a_week25.xlsx.180","health2a_week25.xlsx","MA","40 - 49","321245","164239","115402","77335"
"health2a_week25.xlsx.181","health2a_week25.xlsx","MA","50 - 59","361389","220638","58811","93133"
"health2a_week25.xlsx.182","health2a_week25.xlsx","MA","60 - 69","397169","222282","59244","111726"
"health2a_week25.xlsx.183","health2a_week25.xlsx","MA","70 - 79","274187","101334","50990","28788"
"health2a_week25.xlsx.184","health2a_week25.xlsx","MA","80 and above","61900","17884","2472","420"
"health2a_week25.xlsx.185","health2a_week25.xlsx","MI","Total","2385611","1632204","749280","1049141"
"health2a_week25.xlsx.186","health2a_week25.xlsx","MI","18 - 29","98040","269809","146526","272877"
"health2a_week25.xlsx.187","health2a_week25.xlsx","MI","30 - 39","328667","232867","189781","190508"
"health2a_week25.xlsx.188","health2a_week25.xlsx","MI","40 - 49","409208","285051","121182","206656"
"health2a_week25.xlsx.189","health2a_week25.xlsx","MI","50 - 59","430000","316261","172090","125011"
"health2a_week25.xlsx.190","health2a_week25.xlsx","MI","60 - 69","605575","333165","75798","191572"
"health2a_week25.xlsx.191","health2a_week25.xlsx","MI","70 - 79","392922","146950","37081","44649"
"health2a_week25.xlsx.192","health2a_week25.xlsx","MI","80 and above","121200","48101","6821","17869"
"health2a_week25.xlsx.193","health2a_week25.xlsx","MN","Total","1554833","1026421","342569","522009"
"health2a_week25.xlsx.194","health2a_week25.xlsx","MN","18 - 29","69925","216004","76783","159625"
"health2a_week25.xlsx.195","health2a_week25.xlsx","MN","30 - 39","227916","183462","64499","85597"
"health2a_week25.xlsx.196","health2a_week25.xlsx","MN","40 - 49","272469","160313","68546","144822"
"health2a_week25.xlsx.197","health2a_week25.xlsx","MN","50 - 59","295877","148321","65577","66972"
"health2a_week25.xlsx.198","health2a_week25.xlsx","MN","60 - 69","373325","214140","48324","50062"
"health2a_week25.xlsx.199","health2a_week25.xlsx","MN","70 - 79","254859","97821","18840","11576"
"health2a_week25.xlsx.200","health2a_week25.xlsx","MN","80 and above","60461","6360","-","3353"
"health2a_week25.xlsx.201","health2a_week25.xlsx","MS","Total","636746","354495","210313","313514"
"health2a_week25.xlsx.202","health2a_week25.xlsx","MS","18 - 29","39706","30911","4675","8035"
"health2a_week25.xlsx.203","health2a_week25.xlsx","MS","30 - 39","58640","55132","77626","112190"
"health2a_week25.xlsx.204","health2a_week25.xlsx","MS","40 - 49","125786","51962","43712","68969"
"health2a_week25.xlsx.205","health2a_week25.xlsx","MS","50 - 59","109503","94136","41216","71325"
"health2a_week25.xlsx.206","health2a_week25.xlsx","MS","60 - 69","175064","74076","23207","42843"
"health2a_week25.xlsx.207","health2a_week25.xlsx","MS","70 - 79","115144","36551","19877","8893"
"health2a_week25.xlsx.208","health2a_week25.xlsx","MS","80 and above","12903","11728","-","1260"
"health2a_week25.xlsx.209","health2a_week25.xlsx","MO","Total","1451713","1034810","386080","574677"
"health2a_week25.xlsx.210","health2a_week25.xlsx","MO","18 - 29","127588","191082","68689","96778"
"health2a_week25.xlsx.211","health2a_week25.xlsx","MO","30 - 39","183786","147733","86036","117170"
"health2a_week25.xlsx.212","health2a_week25.xlsx","MO","40 - 49","201484","169389","68970","145794"
"health2a_week25.xlsx.213","health2a_week25.xlsx","MO","50 - 59","329544","190450","66847","100255"
"health2a_week25.xlsx.214","health2a_week25.xlsx","MO","60 - 69","321521","195305","65056","80430"
"health2a_week25.xlsx.215","health2a_week25.xlsx","MO","70 - 79","224827","118333","29852","26000"
"health2a_week25.xlsx.216","health2a_week25.xlsx","MO","80 and above","62963","22518","630","8252"
"health2a_week25.xlsx.217","health2a_week25.xlsx","MT","Total","306250","188540","64761","129968"
"health2a_week25.xlsx.218","health2a_week25.xlsx","MT","18 - 29","26675","26135","5962","34657"
"health2a_week25.xlsx.219","health2a_week25.xlsx","MT","30 - 39","50494","37894","15096","18264"
"health2a_week25.xlsx.220","health2a_week25.xlsx","MT","40 - 49","48056","22009","12043","19587"
"health2a_week25.xlsx.221","health2a_week25.xlsx","MT","50 - 59","40112","37039","10112","31159"
"health2a_week25.xlsx.222","health2a_week25.xlsx","MT","60 - 69","84008","37606","16341","14523"
"health2a_week25.xlsx.223","health2a_week25.xlsx","MT","70 - 79","41587","24486","5208","3698"
"health2a_week25.xlsx.224","health2a_week25.xlsx","MT","80 and above","15319","3371","-","8080"
"health2a_week25.xlsx.225","health2a_week25.xlsx","NE","Total","535225","311908","127710","147790"
"health2a_week25.xlsx.226","health2a_week25.xlsx","NE","18 - 29","53458","62831","33268","41504"
"health2a_week25.xlsx.227","health2a_week25.xlsx","NE","30 - 39","65158","60596","33163","29218"
"health2a_week25.xlsx.228","health2a_week25.xlsx","NE","40 - 49","69944","50782","26299","33893"
"health2a_week25.xlsx.229","health2a_week25.xlsx","NE","50 - 59","105239","42715","11172","23012"
"health2a_week25.xlsx.230","health2a_week25.xlsx","NE","60 - 69","131392","56544","18830","17706"
"health2a_week25.xlsx.231","health2a_week25.xlsx","NE","70 - 79","93152","33502","4979","1288"
"health2a_week25.xlsx.232","health2a_week25.xlsx","NE","80 and above","16881","4939","-","1169"
"health2a_week25.xlsx.233","health2a_week25.xlsx","NV","Total","766810","442200","260779","376918"
"health2a_week25.xlsx.234","health2a_week25.xlsx","NV","18 - 29","96071","47858","44739","30000"
"health2a_week25.xlsx.235","health2a_week25.xlsx","NV","30 - 39","85485","81232","64486","142654"
"health2a_week25.xlsx.236","health2a_week25.xlsx","NV","40 - 49","136367","98928","53245","69143"
"health2a_week25.xlsx.237","health2a_week25.xlsx","NV","50 - 59","154750","63461","54201","59081"
"health2a_week25.xlsx.238","health2a_week25.xlsx","NV","60 - 69","149354","91035","19514","68516"
"health2a_week25.xlsx.239","health2a_week25.xlsx","NV","70 - 79","118557","46733","23454","5514"
"health2a_week25.xlsx.240","health2a_week25.xlsx","NV","80 and above","26226","12953","1140","2008"
"health2a_week25.xlsx.241","health2a_week25.xlsx","NH","Total","396149","255200","93364","152454"
"health2a_week25.xlsx.242","health2a_week25.xlsx","NH","18 - 29","31444","46538","16328","59594"
"health2a_week25.xlsx.243","health2a_week25.xlsx","NH","30 - 39","34874","39810","20230","28037"
"health2a_week25.xlsx.244","health2a_week25.xlsx","NH","40 - 49","58641","36027","21395","13010"
"health2a_week25.xlsx.245","health2a_week25.xlsx","NH","50 - 59","79421","50172","20581","25447"
"health2a_week25.xlsx.246","health2a_week25.xlsx","NH","60 - 69","100617","48649","9832","16519"
"health2a_week25.xlsx.247","health2a_week25.xlsx","NH","70 - 79","81735","27145","4015","8755"
"health2a_week25.xlsx.248","health2a_week25.xlsx","NH","80 and above","9416","6859","982","1093"
"health2a_week25.xlsx.249","health2a_week25.xlsx","NJ","Total","2133284","1652005","625905","871928"
"health2a_week25.xlsx.250","health2a_week25.xlsx","NJ","18 - 29","304565","217823","76016","165200"
"health2a_week25.xlsx.251","health2a_week25.xlsx","NJ","30 - 39","303660","291921","150878","129402"
"health2a_week25.xlsx.252","health2a_week25.xlsx","NJ","40 - 49","368551","352805","97478","190286"
"health2a_week25.xlsx.253","health2a_week25.xlsx","NJ","50 - 59","349557","306219","152380","180609"
"health2a_week25.xlsx.254","health2a_week25.xlsx","NJ","60 - 69","400279","308455","67866","151998"
"health2a_week25.xlsx.255","health2a_week25.xlsx","NJ","70 - 79","326187","118133","74952","33477"
"health2a_week25.xlsx.256","health2a_week25.xlsx","NJ","80 and above","80486","56649","6334","20956"
"health2a_week25.xlsx.257","health2a_week25.xlsx","NM","Total","450795","383059","141482","249893"
"health2a_week25.xlsx.258","health2a_week25.xlsx","NM","18 - 29","21916","20297","8228","56037"
"health2a_week25.xlsx.259","health2a_week25.xlsx","NM","30 - 39","57211","120071","26609","60200"
"health2a_week25.xlsx.260","health2a_week25.xlsx","NM","40 - 49","64553","67048","38167","44440"
"health2a_week25.xlsx.261","health2a_week25.xlsx","NM","50 - 59","88508","59658","32245","34319"
"health2a_week25.xlsx.262","health2a_week25.xlsx","NM","60 - 69","108469","67818","16632","31783"
"health2a_week25.xlsx.263","health2a_week25.xlsx","NM","70 - 79","88362","44621","17795","17599"
"health2a_week25.xlsx.264","health2a_week25.xlsx","NM","80 and above","21775","3546","1808","5515"
"health2a_week25.xlsx.265","health2a_week25.xlsx","NY","Total","3769503","3580251","1370287","2210868"
"health2a_week25.xlsx.266","health2a_week25.xlsx","NY","18 - 29","257724","478754","357616","587449"
"health2a_week25.xlsx.267","health2a_week25.xlsx","NY","30 - 39","386518","607702","309598","464485"
"health2a_week25.xlsx.268","health2a_week25.xlsx","NY","40 - 49","573308","640731","242747","434612"
"health2a_week25.xlsx.269","health2a_week25.xlsx","NY","50 - 59","783272","853974","199089","261364"
"health2a_week25.xlsx.270","health2a_week25.xlsx","NY","60 - 69","859293","694796","139498","324282"
"health2a_week25.xlsx.271","health2a_week25.xlsx","NY","70 - 79","701654","245663","73903","65940"
"health2a_week25.xlsx.272","health2a_week25.xlsx","NY","80 and above","207733","58631","47835","72736"
"health2a_week25.xlsx.273","health2a_week25.xlsx","NC","Total","2647592","1747929","693367","960810"
"health2a_week25.xlsx.274","health2a_week25.xlsx","NC","18 - 29","145216","231899","193842","135475"
"health2a_week25.xlsx.275","health2a_week25.xlsx","NC","30 - 39","309159","417181","142390","209753"
"health2a_week25.xlsx.276","health2a_week25.xlsx","NC","40 - 49","434975","307267","121963","249382"
"health2a_week25.xlsx.277","health2a_week25.xlsx","NC","50 - 59","563861","301844","85979","145400"
"health2a_week25.xlsx.278","health2a_week25.xlsx","NC","60 - 69","658529","332207","101430","162178"
"health2a_week25.xlsx.279","health2a_week25.xlsx","NC","70 - 79","433456","142327","42037","53128"
"health2a_week25.xlsx.280","health2a_week25.xlsx","NC","80 and above","102394","15204","5726","5493"
"health2a_week25.xlsx.281","health2a_week25.xlsx","ND","Total","213448","130933","49296","51959"
"health2a_week25.xlsx.282","health2a_week25.xlsx","ND","18 - 29","30541","19119","8947","7355"
"health2a_week25.xlsx.283","health2a_week25.xlsx","ND","30 - 39","53165","21720","21220","16910"
"health2a_week25.xlsx.284","health2a_week25.xlsx","ND","40 - 49","27838","27335","4718","10600"
"health2a_week25.xlsx.285","health2a_week25.xlsx","ND","50 - 59","25897","26258","3650","5006"
"health2a_week25.xlsx.286","health2a_week25.xlsx","ND","60 - 69","43916","24994","9731","10435"
"health2a_week25.xlsx.287","health2a_week25.xlsx","ND","70 - 79","27497","11200","1030","688"
"health2a_week25.xlsx.288","health2a_week25.xlsx","ND","80 and above","4594","307","-","965"
"health2a_week25.xlsx.289","health2a_week25.xlsx","OH","Total","2846910","2132091","913671","968299"
"health2a_week25.xlsx.290","health2a_week25.xlsx","OH","18 - 29","153364","449596","125765","168784"
"health2a_week25.xlsx.291","health2a_week25.xlsx","OH","30 - 39","549290","324256","148942","240162"
"health2a_week25.xlsx.292","health2a_week25.xlsx","OH","40 - 49","484677","325852","318370","165557"
"health2a_week25.xlsx.293","health2a_week25.xlsx","OH","50 - 59","549323","351596","94881","187637"
"health2a_week25.xlsx.294","health2a_week25.xlsx","OH","60 - 69","658294","451369","196118","126444"
"health2a_week25.xlsx.295","health2a_week25.xlsx","OH","70 - 79","359473","216154","25569","73475"
"health2a_week25.xlsx.296","health2a_week25.xlsx","OH","80 and above","92489","13268","4026","6241"
"health2a_week25.xlsx.297","health2a_week25.xlsx","OK","Total","797296","742977","282677","516940"
"health2a_week25.xlsx.298","health2a_week25.xlsx","OK","18 - 29","59414","132905","35793","70025"
